Product ID,location_key,records,avg_lead_time,median_lead_time,total_sales,total_profit,total_cost,total_units,profit_margin
CHO-FUD-51000,Manitoba_Interior,2,2.5,2.5,18.0,12.0,6.0,5,0.6666666666666666
CHO-FUD-51000,South Carolina_Gulf,6,2.8333333333333335,3.5,82.8,55.199999999999996,27.599999999999998,23,0.6666666666666666
CHO-FUD-51000,New Hampshire_Atlantic,5,3.0,3.0,64.80000000000001,43.2,21.6,18,0.6666666666666666
CHO-FUD-51000,North Dakota_Interior,1,3.0,3.0,10.8,7.2,3.6,3,0.6666666666666666
CHO-FUD-51000,Rhode Island_Atlantic,11,3.0,2.0,158.4,105.6,52.8,44,0.6666666666666666
CHO-FUD-51000,Ontario_Atlantic,12,3.0833333333333335,3.0,115.2,76.8,38.4,32,0.6666666666666666
CHO-FUD-51000,Indiana_Interior,26,3.769230769230769,4.0,331.2,220.8,110.4,92,0.6666666666666667
CHO-FUD-51000,Missouri_Interior,6,3.8333333333333335,4.0,97.2,64.8,32.4,27,0.6666666666666666
CHO-FUD-51000,Wisconsin_Interior,18,3.888888888888889,4.0,259.2,172.8,86.4,72,0.6666666666666667
CHO-FUD-51000,Georgia_Gulf,26,3.9615384615384617,5.0,284.4,189.6,94.8,79,0.6666666666666667
CHO-FUD-51000,Kansas_Interior,4,4.0,3.5,54.0,36.0,18.0,15,0.6666666666666666
CHO-FUD-51000,Louisiana_Gulf,8,4.0,5.0,82.8,55.199999999999996,27.599999999999998,23,0.6666666666666666
CHO-FUD-51000,Maine_Atlantic,1,4.0,4.0,32.4,21.6,10.8,9,0.6666666666666667
CHO-FUD-51000,Maryland_Atlantic,9,4.0,5.0,140.4,93.6,46.8,39,0.6666666666666666
CHO-FUD-51000,Ohio_Atlantic,92,4.010869565217392,4.0,1141.2,760.8,380.4,317,0.6666666666666666
CHO-FUD-51000,Florida_Gulf,73,4.095890410958904,4.0,975.6,650.4,325.2,271,0.6666666666666666
CHO-FUD-51000,Texas_Interior,180,4.111111111111111,4.0,2534.4,1689.6,844.8,704,0.6666666666666666
CHO-FUD-51000,Mississippi_Gulf,8,4.125,4.0,79.2,52.8,26.4,22,0.6666666666666666
CHO-FUD-51000,Pennsylvania_Atlantic,116,4.129310344827586,4.0,1540.8,1027.2,513.6,428,0.6666666666666667
CHO-FUD-51000,Virginia_Gulf,44,4.136363636363637,4.0,615.6,410.4,205.2,171,0.6666666666666666
CHO-FUD-51000,Kentucky_Gulf,28,4.142857142857143,4.0,396.0,264.0,132.0,110,0.6666666666666666
CHO-FUD-51000,Nebraska_Interior,5,4.2,5.0,64.8,43.2,21.6,18,0.6666666666666667
CHO-FUD-51000,Nevada_Pacific,9,4.222222222222222,4.0,147.6,98.4,49.2,41,0.6666666666666667
CHO-FUD-51000,California_Pacific,358,4.231843575418995,5.0,4960.8,3307.2,1653.6,1378,0.6666666666666666
CHO-FUD-51000,Connecticut_Atlantic,15,4.266666666666667,5.0,169.20000000000002,112.8,56.4,47,0.6666666666666666
CHO-FUD-51000,Massachusetts_Atlantic,34,4.294117647058823,4.5,403.2,268.8,134.4,112,0.6666666666666667
CHO-FUD-51000,North Carolina_Gulf,40,4.3,4.0,579.6,386.4,193.2,161,0.6666666666666666
CHO-FUD-51000,New York_Atlantic,201,4.313432835820896,4.0,2707.2000000000003,1804.8,902.4,752,0.6666666666666666
CHO-FUD-51000,Washington_Pacific,83,4.397590361445783,4.0,1112.4,741.6,370.8,309,0.6666666666666666
CHO-FUD-51000,Idaho_Pacific,5,4.4,5.0,54.0,36.0,18.0,15,0.6666666666666666
CHO-FUD-51000,Delaware_Atlantic,12,4.416666666666667,5.0,208.8,139.2,69.6,58,0.6666666666666666
CHO-FUD-51000,Alabama_Gulf,12,4.5,4.0,190.8,127.2,63.6,53,0.6666666666666666
CHO-FUD-51000,Arizona_Pacific,30,4.5,5.0,478.8,319.2,159.6,133,0.6666666666666666
CHO-FUD-51000,Michigan_Interior,52,4.538461538461538,5.0,802.8,535.2,267.6,223,0.6666666666666667
CHO-FUD-51000,Illinois_Interior,80,4.575,5.0,1119.6,746.4,373.2,311,0.6666666666666667
CHO-FUD-51000,Utah_Pacific,12,4.583333333333333,5.0,169.2,112.8,56.4,47,0.6666666666666667
CHO-FUD-51000,Tennessee_Gulf,34,4.647058823529412,5.0,432.0,288.0,144.0,120,0.6666666666666666
CHO-FUD-51000,British Columbia_Pacific,12,4.666666666666667,5.0,126.0,84.0,42.0,35,0.6666666666666666
CHO-FUD-51000,Montana_Pacific,3,4.666666666666667,5.0,32.4,21.6,10.8,9,0.6666666666666667
CHO-FUD-51000,Oklahoma_Interior,14,4.714285714285714,5.0,158.4,105.6,52.8,44,0.6666666666666666
CHO-FUD-51000,Colorado_Pacific,29,4.724137931034483,5.0,450.0,300.0,150.0,125,0.6666666666666666
CHO-FUD-51000,Minnesota_Interior,16,4.75,5.0,198.0,132.0,66.0,55,0.6666666666666666
CHO-FUD-51000,New Jersey_Atlantic,23,5.0,6.0,324.0,216.0,108.0,90,0.6666666666666666
CHO-FUD-51000,Arkansas_Gulf,12,5.25,5.5,176.4,117.6,58.8,49,0.6666666666666666
CHO-FUD-51000,District of Columbia_Atlantic,5,5.4,5.0,79.2,52.8,26.4,22,0.6666666666666666
CHO-FUD-51000,Quebec_Atlantic,12,5.416666666666667,5.0,144.0,96.0,48.0,40,0.6666666666666666
CHO-FUD-51000,Oregon_Pacific,21,5.476190476190476,6.0,352.8,235.2,117.6,98,0.6666666666666666
CHO-FUD-51000,Alberta_Pacific,2,5.5,5.5,36.0,24.0,12.0,10,0.6666666666666666
CHO-FUD-51000,New Mexico_Pacific,5,5.8,6.0,104.4,69.6,34.8,29,0.6666666666666666
CHO-FUD-51000,South Dakota_Interior,1,6.0,6.0,10.8,7.2,3.6,3,0.6666666666666666
CHO-FUD-51000,Iowa_Interior,5,6.6,7.0,82.8,55.2,27.6,23,0.6666666666666667
CHO-MIL-31000,Louisiana_Gulf,9,2.888888888888889,3.0,126.75,82.29,44.46,39,0.6492307692307693
CHO-MIL-31000,Alabama_Gulf,13,3.0,3.0,195.0,126.6,68.4,60,0.6492307692307692
CHO-MIL-31000,South Carolina_Gulf,6,3.3333333333333335,3.5,100.75,65.41,35.339999999999996,31,0.6492307692307692
CHO-MIL-31000,Kansas_Interior,3,3.6666666666666665,5.0,29.25,18.99,10.26,9,0.6492307692307692
CHO-MIL-31000,Rhode Island_Atlantic,13,3.769230769230769,3.0,139.75,90.73,49.019999999999996,43,0.6492307692307693
CHO-MIL-31000,Ohio_Atlantic,90,3.7888888888888888,4.0,1066.0,692.08,373.92,328,0.6492307692307693
CHO-MIL-31000,Colorado_Pacific,38,3.8684210526315788,4.0,494.0,320.71999999999997,173.28,152,0.6492307692307692
CHO-MIL-31000,Connecticut_Atlantic,17,3.9411764705882355,5.0,230.75,149.81,80.94,71,0.6492307692307693
CHO-MIL-31000,Idaho_Pacific,4,4.0,4.0,48.75,31.65,17.1,15,0.6492307692307692
CHO-MIL-31000,Maine_Atlantic,1,4.0,4.0,6.5,4.22,2.28,2,0.6492307692307692
CHO-MIL-31000,Manitoba_Interior,8,4.0,4.0,71.5,46.42,25.08,22,0.6492307692307693
CHO-MIL-31000,Vermont_Atlantic,2,4.0,4.0,29.25,18.990000000000002,10.26,9,0.6492307692307693
CHO-MIL-31000,Maryland_Atlantic,15,4.066666666666666,5.0,221.0,143.48,77.52,68,0.6492307692307692
CHO-MIL-31000,Georgia_Gulf,34,4.147058823529412,5.0,464.75,301.73,163.02,143,0.6492307692307693
CHO-MIL-31000,Oklahoma_Interior,11,4.181818181818182,5.0,117.0,75.96,41.04,36,0.6492307692307692
CHO-MIL-31000,North Carolina_Gulf,46,4.239130434782608,4.0,585.0,379.8,205.2,180,0.6492307692307693
CHO-MIL-31000,Washington_Pacific,108,4.2407407407407405,4.0,1313.0,852.4399999999999,460.56,404,0.6492307692307692
CHO-MIL-31000,Nebraska_Interior,4,4.25,4.0,35.75,23.21,12.54,11,0.6492307692307693
CHO-MIL-31000,Nevada_Pacific,4,4.25,4.0,39.0,25.32,13.68,12,0.6492307692307693
CHO-MIL-31000,Nova Scotia_Atlantic,4,4.25,4.0,65.0,42.2,22.8,20,0.6492307692307693
CHO-MIL-31000,Pennsylvania_Atlantic,105,4.266666666666667,4.0,1248.0,810.24,437.76,384,0.6492307692307693
CHO-MIL-31000,Kentucky_Gulf,22,4.2727272727272725,4.0,289.25,187.79,101.46,89,0.6492307692307692
CHO-MIL-31000,Ontario_Atlantic,22,4.2727272727272725,4.0,308.75,200.45000000000002,108.3,95,0.6492307692307693
CHO-MIL-31000,Wisconsin_Interior,29,4.275862068965517,4.0,448.5,291.18,157.32,138,0.6492307692307693
CHO-MIL-31000,New York_Atlantic,236,4.3474576271186445,5.0,2717.0,1763.96,953.04,836,0.6492307692307693
CHO-MIL-31000,Virginia_Gulf,60,4.35,5.0,796.25,516.95,279.3,245,0.6492307692307693
CHO-MIL-31000,California_Pacific,408,4.3504901960784315,4.0,5547.75,3601.77,1945.98,1707,0.6492307692307693
CHO-MIL-31000,Texas_Interior,208,4.365384615384615,4.0,2613.0,1696.44,916.56,804,0.6492307692307693
CHO-MIL-31000,Michigan_Interior,58,4.379310344827586,4.5,669.5,434.65999999999997,234.84,206,0.6492307692307692
CHO-MIL-31000,Florida_Gulf,78,4.384615384615385,4.5,1004.25,651.99,352.26,309,0.6492307692307693
CHO-MIL-31000,Minnesota_Interior,22,4.409090909090909,5.0,250.25,162.47,87.78,77,0.6492307692307693
CHO-MIL-31000,Arkansas_Gulf,14,4.5,4.5,172.25,111.83,60.419999999999995,53,0.6492307692307692
CHO-MIL-31000,Missouri_Interior,18,4.555555555555555,4.5,204.75,132.93,71.82000000000001,63,0.6492307692307693
CHO-MIL-31000,Illinois_Interior,105,4.580952380952381,5.0,1241.5,806.02,435.48,382,0.6492307692307692
CHO-MIL-31000,Mississippi_Gulf,12,4.583333333333333,4.5,165.75,107.61,58.14,51,0.6492307692307693
CHO-MIL-31000,Delaware_Atlantic,32,4.625,5.0,380.25,246.87,133.38,117,0.6492307692307693
CHO-MIL-31000,Iowa_Interior,6,4.666666666666667,5.0,48.75,31.65,17.099999999999998,15,0.6492307692307692
CHO-MIL-31000,New Jersey_Atlantic,33,4.7272727272727275,5.0,360.75,234.21,126.53999999999999,111,0.6492307692307693
CHO-MIL-31000,Massachusetts_Atlantic,35,4.8,5.0,390.0,253.2,136.8,120,0.6492307692307692
CHO-MIL-31000,Arizona_Pacific,50,4.94,5.0,604.5,392.46,212.04,186,0.6492307692307692
CHO-MIL-31000,Tennessee_Gulf,39,4.948717948717949,5.0,507.0,329.15999999999997,177.84,156,0.6492307692307692
CHO-MIL-31000,Oregon_Pacific,21,4.9523809523809526,5.0,230.75,149.81,80.94,71,0.6492307692307693
CHO-MIL-31000,Utah_Pacific,12,5.0,5.0,178.75,116.05,62.7,55,0.6492307692307692
CHO-MIL-31000,West Virginia_Atlantic,1,5.0,5.0,6.5,4.22,2.28,2,0.6492307692307692
CHO-MIL-31000,Quebec_Atlantic,20,5.2,5.0,221.0,143.48,77.52,68,0.6492307692307692
CHO-MIL-31000,Alberta_Pacific,6,5.333333333333333,5.0,123.5,80.17999999999999,43.31999999999999,38,0.6492307692307692
CHO-MIL-31000,New Mexico_Pacific,12,5.333333333333333,5.5,165.75,107.61,58.14,51,0.6492307692307693
CHO-MIL-31000,Indiana_Interior,27,5.407407407407407,6.0,344.5,223.66,120.84,106,0.6492307692307692
CHO-MIL-31000,Prince Edward Island_Atlantic,4,5.5,5.5,52.0,33.76,18.24,16,0.6492307692307692
CHO-MIL-31000,Saskatchewan_Pacific,2,5.5,5.5,29.25,18.99,10.26,9,0.6492307692307692
CHO-MIL-31000,New Hampshire_Atlantic,7,5.714285714285714,5.0,133.25,86.50999999999999,46.739999999999995,41,0.6492307692307692
CHO-MIL-31000,District of Columbia_Atlantic,2,6.0,6.0,16.25,10.55,5.699999999999999,5,0.6492307692307693
CHO-MIL-31000,Montana_Pacific,1,7.0,7.0,19.5,12.66,6.84,6,0.6492307692307693
CHO-NUT-13000,Quebec_Atlantic,6,2.1666666666666665,1.0,59.33,42.33,17.0,17,0.7134670487106017
CHO-NUT-13000,Louisiana_Gulf,12,2.9166666666666665,2.5,136.11,97.11,39.0,39,0.7134670487106016
CHO-NUT-13000,Idaho_Pacific,4,3.0,3.0,34.900000000000006,24.9,10.0,10,0.7134670487106015
CHO-NUT-13000,Iowa_Interior,5,3.0,2.0,80.27,57.269999999999996,23.0,23,0.7134670487106017
CHO-NUT-13000,North Dakota_Interior,1,3.0,3.0,13.96,9.96,4.0,4,0.7134670487106017
CHO-NUT-13000,Nebraska_Interior,9,3.4444444444444446,4.0,111.68,79.68,32.0,32,0.7134670487106017
CHO-NUT-13000,Arkansas_Gulf,9,3.5555555555555554,3.0,143.09,102.09,41.0,41,0.7134670487106017
CHO-NUT-13000,Rhode Island_Atlantic,8,3.625,2.5,83.76,59.76,24.0,24,0.7134670487106016
CHO-NUT-13000,Michigan_Interior,46,3.869565217391304,4.0,642.16,458.16,184.0,184,0.7134670487106018
CHO-NUT-13000,Connecticut_Atlantic,15,3.933333333333333,5.0,177.99,126.99000000000001,51.0,51,0.7134670487106017
CHO-NUT-13000,Ohio_Atlantic,80,3.95,4.0,1067.94,761.94,306.0,306,0.7134670487106017
CHO-NUT-13000,Alberta_Pacific,2,4.0,4.0,27.92,19.92,8.0,8,0.7134670487106017
CHO-NUT-13000,Kansas_Interior,5,4.0,4.0,59.33,42.33,17.0,17,0.7134670487106017
CHO-NUT-13000,Mississippi_Gulf,11,4.0,4.0,164.03,117.03,47.0,47,0.7134670487106017
CHO-NUT-13000,Montana_Pacific,2,4.0,4.0,31.41,22.41,9.0,9,0.7134670487106017
CHO-NUT-13000,South Carolina_Gulf,7,4.0,4.0,97.72,69.72,28.0,28,0.7134670487106017
CHO-NUT-13000,Pennsylvania_Atlantic,101,4.069306930693069,4.0,1238.95,883.95,355.0,355,0.7134670487106017
CHO-NUT-13000,California_Pacific,367,4.079019073569483,4.0,4781.3,3411.3,1370.0,1370,0.7134670487106017
CHO-NUT-13000,Colorado_Pacific,29,4.137931034482759,4.0,328.06,234.06,94.0,94,0.7134670487106017
CHO-NUT-13000,Georgia_Gulf,46,4.1521739130434785,5.0,631.69,450.69,181.0,181,0.7134670487106016
CHO-NUT-13000,Virginia_Gulf,30,4.2,4.0,404.84000000000003,288.84,116.0,116,0.7134670487106016
CHO-NUT-13000,Massachusetts_Atlantic,18,4.222222222222222,4.0,265.24,189.24,76.0,76,0.7134670487106017
